word|styled-context|chapter|location
castor|"arecía un escarabajo ¡qué grande se mostraba ahora a los ojos humillados del monaguillo y a los aterrados ojos de su compañero! Celedonio apenas le llegaba a la cintura al canónigo. Veía enfrente de sí la sotana tersa de pliegues escultóricos, rectos, simétricos, una sotana de medio tiempo, de rico <span style=""color: rgb(0, 0, 255);"">castor</span> delgado, y sobre ella flotaba el manteo de seda, abundante, de muchos pliegues y vuelos.

Bismarck, detrás de la Wamba, no veía del canónigo más que los bajos y los admiraba. ¡Aquello era señorío! ¡Ni una mancha! Los pies parecían los de una dama; calzaban media morada, como si fueran de Obis"|VI|Location 2599
Yo lo sé de buena tinta.|"o, hasta apoyar el respaldo en la mesa, dijo:

—Me lo ha contado Paquito Vegallana; el Arcipreste, el célebre don Cayetano, ha rogado a Anita que cambie de confesor, porque....

—¡Hombre, hombre! ¿qué sabes tú por qué?—interrumpió el enemigo del clero—. ¡El secreto de la confesión!

—¡Bueno, bueno! <span style=""color: rgb(0, 0, 255);"">Yo lo sé de buena tinta.</span> Paquito me lo ha dicho. Mesía—y bajó mucho más la voz—Mesía le pone varas a la Regenta.

Escándalo general. Murmullo en el rincón obscuro.

«Aquello era demasiado».

«Se podía murmurar, hablar sin fundamento, pero no tanto. Vaya por el Magistral y el secreto de la confesión;"|VI|Location 2642
corro|"primores del relieve, si no de un Berruguete, de un Palma Artela, desconocido, pero sublime artífice; en el retablo de la Capilla mayor han admirado y gustado con delicia los arranques geniales, sí, geniales puedo decir, del cincel de un Grijalte; y reasumiendo, en toda la Santa Basílica han podido <span style=""color: rgb(0, 0, 255);"">corro</span>borar la idea de que este templo es obra de arte severo, puro, sencillo, delicado... Empero aquí, señores, forzoso es confesarlo, el mal gusto desbordado, la hinchazón, la redundancia se han dado cita para labrar estas piedras en las que lo amanerado va de la mano con lo extravagante, lo recarg"|VI|Location 2660
envalentonado|" convertir en reina un peoncillo.

—¡Este va a reina!—exclamó clavando con los suyos los ojos del adversario.

—No puede ser.—¿Cómo que no puede ser?

Y el contrario, por instinto, retiró una pieza que estorbaba el paso del peón que debía ir a reina.

—A reina va, y lo hago cuestión personal—añadió <span style=""color: rgb(0, 0, 255);"">envalentonado</span> Trabuco, dándose un puñetazo en el pecho.

Y el contrario, sin querer, le dejó otra casilla libre.

Y así, de una en otra, jugándose la vida en todas ellas, convirtió el peón en reina, y ganó el juego el enérgico diputado provincial de Pernueces.

—VII—
Estas y otras calidades distingu"|VI|Location 2742
asechanzas|"Tomó agua bendita en una pila grande de mármol negro, y mientras se santiguaba, inclinándose frente al altar del trascoro, decía para sí:

—Este será el talón de Aquiles. Ese desaire te costará caro. Lo explotaré.

Y salió de la catedral haciendo cálculos por los dedos, que se le antojaban cábalas, <span style=""color: rgb(0, 0, 255);"">asechanzas</span>, espionaje, intrigas y hasta postigos secretos y escaleras subterráneas.

El Arcipreste había abierto la boca al oír a De Pas que la Regenta estaba en la catedral, según le habían dicho, y que él no había corrido a saludarla y a confesarla, si a eso venía, como era de suponer.

—¿Pero qué"|VII|Location 2780
esbelto.|" don Frutos Redondo. Llegaron a donde estaba Ronzal. Este había vuelto a sentarse y se quejaba de que se le había enfriado el café, que tomaba a pequeños sorbos. Había hecho una seña a los del corro. Quería decir que callaba por pura discreción.

Don Álvaro Mesía era más alto que Ronzal y mucho más <span style=""color: rgb(0, 0, 255);"">esbelto.</span> Se vestía en París y solía ir él mismo a tomarse las medidas. Ronzal encargaba la ropa a Madrid; por cada traje le pedían el valor de tres y nunca le sentaban bien las levitas. Siempre iba a la penúltima moda. Mesía iba muchas veces a Madrid y al extranjero. Aunque era de Vetusta, no tenía "|VII|Location 2797
inquina|"a. Casi podía anunciarse lo que cada cual iba a decir y cuándo lo diría.

Don Álvaro notó que su presencia había hecho cesar alguna conversación. Estaba acostumbrado a ello. Sabía el odio que le consagraba el de Pernueces y la admiración de que este odio iba acompañada. Le divertía y le convenía la <span style=""color: rgb(0, 0, 255);"">inquina</span> de Ronzal, gran propagandista de la leyenda de que era Mesía el héroe; y aquella leyenda era muy útil, para muchas cosas. También había conocido la imitación grotesca del Estudiante—él le llamaba así todavía—y se complacía en observarle como si se mirase en un espejo de la Rigolade. No le qu"|VII|Location 2836
desfachatada|"sión de instintos naturales provocada ya por aberraciones de una educación torcida. Cuando quería imitar, bajo la sotana manchada de cera, los acompasados y ondulantes movimientos de don Anacleto, familiar del Obispo—creyendo manifestar así su vocación—, Celedonio se movía y gesticulaba como hembra <span style=""color: rgb(0, 0, 255);"">desfachatada</span>, sirena de cuartel. Esto ya lo había notado el Palomo, empleado laico de la Catedral, perrero, según mal nombre de su oficio. Pero no se había atrevido a comunicar sus aprensiones a ningún superior, obedeciendo a un criterio, merced al cual había desempeñado treinta años seguidos con di"|VII|Location 2879
circunloquios;|"ndo, el americano, que hasta entonces no había hablado—. Tengo pendiente una apuesta con usted, señor Ronzal... ya recordará usted... aquella palabreja.

—¿Cuál?—Avena. Usted decía que se escribe con h...

—Y me mantengo en lo dicho, y lo hago cuestión personal.

—No, no; a mí no me venga usted con <span style=""color: rgb(0, 0, 255);"">circunloquios;</span> usted había apostado unos callos....

—Van apostados.—Pues bueno ¡ajajá! Que traigan el Calepino, ese que hay en la biblioteca.

—¡Que lo traigan! Un mozo trajo el diccionario. Estas consultas eran frecuentes.

—Búsquelo usted primero con h—dijo Ronzal con voz de trueno a Joaquinito, "|VII|Location 2895
deleite,|"osa que a él le empalagaba.

—Son imitaciones de Lamartine en estilo pseudoclásico; no me gustan, aunque demuestran gran habilidad en Anita. Además, las mujeres deben ocuparse en más dulces tareas; las musas no escriben, inspiran.

La marquesa de Vegallana, que leía libros escandalosos con singular <span style=""color: rgb(0, 0, 255);"">deleite,</span> condenó los versos por mojigatos. «Que no se le mezclase a ella lo humano con lo divino. En la iglesia como en la iglesia, y en literatura ancha Castilla». Además, no le gustaba la poesía; prefería las novelas en que se pinta todo a lo vivo, y tal como pasa. «¡Si sabría ella lo que era el m"|VII|Location 2899
aguijonearle|"oridad que todos le reconocían. Un hombre hermoso, como él lo era sin duda, con tales ideas tenía que ser irresistible.

«Creo en mí y no creo en ellas». Esta era su divisa.

Para lo que servía aquel supersticioso respeto que inspiraba a Vetusta la virtud de la Regenta era, bien lo conocía él, para <span style=""color: rgb(0, 0, 255);"">aguijonearle</span> el deseo, para hacerle empeñarse más y más, para que fuese poco menos que verdad aquello del enamoramiento que le estaba contando a su amiguito.

«Él era, ante todo, un hombre político; un hombre político que aprovechaba el amor y otras pasiones para el medro personal». Este era su dogm"|VII|Location 3047
cancerbero|"a en su hogar honrado?

Algunas insinuaciones tal vez temerarias le habían hecho perder terreno, y con ellas había coincidido el cambio de confesores de la Regenta.

«Todo se puede echar a perder ahora», había pensado don Álvaro. «La devoción sería un rival más temible que Cármenes; el Magistral un <span style=""color: rgb(0, 0, 255);"">cancerbero</span> más respetable que don Víctor Quintanar, mi buen amigo».

No había más remedio que jugar el todo por el todo.

Había llegado la época de la recolección: ¿serían calabazas? No lo esperaba; los síntomas no eran malos; pero, aunque se lo ocultase a sí mismo, no las tenía todas consigo. Por e"|VII|Location 3080
redimirse|"moda, hubiera sabido que don Álvaro no hacía más que imitar—y de mala manera, porque él era ante todo un hombre político—a los héroes de aquellos libros elegantes. Sin embargo, algo encontraba Paco en sus lecturas parecido a Mesía; era este una Margarita Gauthier del sexo fuerte; un hombre capaz de <span style=""color: rgb(0, 0, 255);"">redimirse</span> por amor. Era necesario redimirle, ayudarle a toda costa.

«Y que perdonase don Víctor Quintanar, incapaz de ser escéptico, frío y prosaico por fuera, romántico y dulzón por dentro».

Cuando subían la escalera, Paco Vegallana, el muchacho de más partido entre las mozas del ídem, estaba res"|VII|Location 3103
apaleaban|" cuando venían los liberales, el marqués de Vegallana seguía siendo árbitro en las elecciones, gracias a Mesía, y daba estanquillos, empleos y hasta prebendas. Así era el turno pacífico en Vetusta, a pesar de las apariencias de encarnizada discordia. Los soldados de fila, como se llamaban ellos, se <span style=""color: rgb(0, 0, 255);"">apaleaban</span> allá en las aldeas, y los jefes se entendían, eran uña y carne. Los más listos algo sospechaban, pero no se protestaba, se procuraba sacar tajada doble, aprovechando el secreto.

Vegallana tenía una gran pasión: la de «tragarse leguas», o sea dar paseos de muchos kilómetros.

Le aburrían l"|VIII|Location 3139
eran uña y carne.|"guía siendo árbitro en las elecciones, gracias a Mesía, y daba estanquillos, empleos y hasta prebendas. Así era el turno pacífico en Vetusta, a pesar de las apariencias de encarnizada discordia. Los soldados de fila, como se llamaban ellos, se apaleaban allá en las aldeas, y los jefes se entendían, <span style=""color: rgb(0, 0, 255);"">eran uña y carne.</span> Los más listos algo sospechaban, pero no se protestaba, se procuraba sacar tajada doble, aprovechando el secreto.

Vegallana tenía una gran pasión: la de «tragarse leguas», o sea dar paseos de muchos kilómetros.

Le aburrían las intrigas de politiquilla.

Era cacique honorario; el "|VIII|Location 3140
sacar tajada|"hasta prebendas. Así era el turno pacífico en Vetusta, a pesar de las apariencias de encarnizada discordia. Los soldados de fila, como se llamaban ellos, se apaleaban allá en las aldeas, y los jefes se entendían, eran uña y carne. Los más listos algo sospechaban, pero no se protestaba, se procuraba <span style=""color: rgb(0, 0, 255);"">sacar tajada</span> doble, aprovechando el secreto.

Vegallana tenía una gran pasión: la de «tragarse leguas», o sea dar paseos de muchos kilómetros.

Le aburrían las intrigas de politiquilla.

Era cacique honorario; el cacique en funciones, su mano derecha, Mesía. Don Álvaro era al Marqués en política lo "|VIII|Location 3140
amaños|"adre e hijo se consideraban incapaces de pensar en las respectivas materias sin la ayuda de su Pitonisa. Aquí estaba el secreto de la política de Vegallana, conocido por pocos.

Los más, al salir de una junta del «Salón de Antigüedades», solían exclamar:

—¡Qué cabeza la de este Marqués! Nació para <span style=""color: rgb(0, 0, 255);"">amaños</span> electorales, para manejar pueblos.

—No, y los años no le rinden; siempre es el mismo.

Y todo lo que alababan era obra del otro, de Mesía.

Cuando este quería castigar a alguno de los suyos, le ponía enfrente de un candidato reaccionario a quien había que dejar el triunfo. El Marqués agradec"|VIII|Location 3147
los años no le rinden;|" las respectivas materias sin la ayuda de su Pitonisa. Aquí estaba el secreto de la política de Vegallana, conocido por pocos.

Los más, al salir de una junta del «Salón de Antigüedades», solían exclamar:

—¡Qué cabeza la de este Marqués! Nació para amaños electorales, para manejar pueblos.

—No, y <span style=""color: rgb(0, 0, 255);"">los años no le rinden;</span> siempre es el mismo.

Y todo lo que alababan era obra del otro, de Mesía.

Cuando este quería castigar a alguno de los suyos, le ponía enfrente de un candidato reaccionario a quien había que dejar el triunfo. El Marqués agradecía a don Álvaro su abnegación, y le pagaba diciénd"|VIII|Location 3148
