word|ch-context-styled|chapter|kindle-location
enredadera|" a quien habían convertido voces del cielo por influencia de las lágrimas de su madre Santa Mónica. No sabía más. Dejó caer el plumero con que sacudía el polvo; y en pie, bañados por un rayo de sol su cabeza pequeña y rizada y el libro abierto, leyó las primeras páginas. Don Carlos no estaba en casa. Ana salió con el libro debajo del brazo; fue a la huerta. Entró en el cenador, cubierto de espesa <span style=""color: rgb(0, 0, 255);"">enredadera</span> perenne. Las sombras de las hojuelas de la bóveda verde jugueteaban sobre las hojas del libro, blancas y negras y brillantes; se oía cerca, detrás, el murmullo discreto y fresco del agua de una acequia que corría despacio calentándose al sol; fuera de la huerta sonaban las ramas de los altos álamos con el suave castañeteo de las hojas nuevas y claras que brillaban como lanzas de acero.<br>"|IV|Location 1714
albedrío.|"omo ella, que tenía lleno el corazón de amor para todos y de fe en Dios y en el santo obispo de Hiponax».<br><br>Después, buscando en la biblioteca, halló el Genio del Cristianismo, que fue una revelación para ella. Probar la religión por la belleza, le pareció la mejor ocurrencia del mundo. Si su razón se resistía a los argumentos de Chateaubriand, pronto la fantasía se declaraba vencida y con ella el <span style=""color: rgb(0, 0, 255);"">albedrío.</span><br><br>—«Valiente mequetrefe era el señor Chateaubriand, según don Carlos. Él tenía sus obras porque el estilo no era malo».—Se hablaba muy mal de Chateaubriand por aquel tiempo en todas partes. Después leyó Ana Los Mártires. Ella hubiera sido de buen grado Cimodocea, su padre podía pasar por un Demodoco bastante regular, sobre todo después de su viaje a Italia que le había hecho pagano. Pero "|IV|Location 1756
alabar|"do de él?<br><br>Difícil le fue encontrar entre los libros de su padre otros que hablasen, para bien se entiende, de religión. Un tomo del Parnaso Español estaba consagrado a la poesía religiosa. Los más eran versos pesados, obscuros, pero entre ellos vio algunos que le hicieron mejor impresión que el mismo Chateaubriand. Unas quintillas de Fray Luis de León comenzaban así:<br><br>Si quieres, como algún día,<br><span style=""color: rgb(0, 0, 255);"">alabar</span> rubios cabellos,<br>alaba los de María,<br>más dorados y más bellos<br>que el sol claro al mediodía.<br>El poeta eclesiástico que olvidaba otros cabellos para alabar los de María, le pareció sublime en su ternura; aquellos cinco versos despertaron en el corazón de Ana lo que puede llamarse el sentimiento de la Virgen, porque no se parece a ningún otro. Y aquella fue su locura de amor religioso.<br><br>María,"|IV|Location 1766
guiñando|"l corazón de aquella niña que se estaba convirtiendo en mujer. El Ave María y la Salve adquirieron para ella nuevo sentido. Rezaba sin cesar. Pero no bastaba aquello, quería más, quería inventar ella misma oraciones.<br><br>Don Carlos tenía también el Cantar de los cantares, en la versión poética de San Juan de la Cruz. Estaba entre los libros prohibidos para Anita.<br><br>—A mí no me la dan—decía don Carlos <span style=""color: rgb(0, 0, 255);"">guiñando</span> un ojo—; esta amada podrá ser la Iglesia, pero... yo no me fío... no me fío....<br><br>Y disparataba sin conciencia; porque él, incapaz de calumniar a sus semejantes, cuando se trataba de santos y curas creía que no estaba de más.<br><br>Ana leyó los versos de San Juan y entonces sintió la lengua expedita para improvisar oraciones; las recitaba en verso en sus paseos solitarios por el monte de Loreto"|IV|Location 1774
disparataba|"rieron para ella nuevo sentido. Rezaba sin cesar. Pero no bastaba aquello, quería más, quería inventar ella misma oraciones.<br><br>Don Carlos tenía también el Cantar de los cantares, en la versión poética de San Juan de la Cruz. Estaba entre los libros prohibidos para Anita.<br><br>—A mí no me la dan—decía don Carlos guiñando un ojo—; esta amada podrá ser la Iglesia, pero... yo no me fío... no me fío....<br><br>Y <span style=""color: rgb(0, 0, 255);"">disparataba</span> sin conciencia; porque él, incapaz de calumniar a sus semejantes, cuando se trataba de santos y curas creía que no estaba de más.<br><br>Ana leyó los versos de San Juan y entonces sintió la lengua expedita para improvisar oraciones; las recitaba en verso en sus paseos solitarios por el monte de Loreto que olía a tomillo y caía a pico sobre el mar.<br><br>Versos a lo San Juan, como se decía ella, l"|IV|Location 1775
tomillo|"ojo—; esta amada podrá ser la Iglesia, pero... yo no me fío... no me fío....<br><br>Y disparataba sin conciencia; porque él, incapaz de calumniar a sus semejantes, cuando se trataba de santos y curas creía que no estaba de más.<br><br>Ana leyó los versos de San Juan y entonces sintió la lengua expedita para improvisar oraciones; las recitaba en verso en sus paseos solitarios por el monte de Loreto que olía a <span style=""color: rgb(0, 0, 255);"">tomillo</span> y caía a pico sobre el mar.<br><br>Versos a lo San Juan, como se decía ella, le salían a borbotones del alma, hechos de una pieza, sencillos, dulces y apasionados; y hablaba con la Virgen de aquella manera.<br><br>Notaba Anita, excitada, nerviosa—y sentía un dolor extraño en la cabeza al notarlo—una misteriosa analogía entre los versos de San Juan y aquella fragancia del tomillo que ella pisaba al sub"|IV|Location 1778
jaqueca|"itada, nerviosa—y sentía un dolor extraño en la cabeza al notarlo—una misteriosa analogía entre los versos de San Juan y aquella fragancia del tomillo que ella pisaba al subir por el monte.<br><br>Verdad era que de algún tiempo a aquella parte su pensamiento, sin que ella quisiese, buscaba y encontraba secretas relaciones entre las cosas, y por todas sentía un cariño melancólico que acababa por ser una <span style=""color: rgb(0, 0, 255);"">jaqueca</span> aguda.<br><br>Una tarde de otoño, después de admitir una copa de cumín que su padre quiso que bebiera detrás del café, Anita salió sola, con el proyecto de empezar a escribir un libro, allá arriba, en la hondonada de los pinos que ella conocía bien; era una obra que días antes había imaginado, una colección de poesías «A la Virgen».<br><br>Don Carlos le permitía pasear sin compañía cuando subía al mon"|IV|Location 1784
hondonada|"de algún tiempo a aquella parte su pensamiento, sin que ella quisiese, buscaba y encontraba secretas relaciones entre las cosas, y por todas sentía un cariño melancólico que acababa por ser una jaqueca aguda.<br><br>Una tarde de otoño, después de admitir una copa de cumín que su padre quiso que bebiera detrás del café, Anita salió sola, con el proyecto de empezar a escribir un libro, allá arriba, en la <span style=""color: rgb(0, 0, 255);"">hondonada</span> de los pinos que ella conocía bien; era una obra que días antes había imaginado, una colección de poesías «A la Virgen».<br><br>Don Carlos le permitía pasear sin compañía cuando subía al monte de los tomillares por la puerta del jardín; por allí no podía verla nadie, y al monte no se subía más que a buscar leña.<br><br>Aquel día su paseo fue más largo que otras veces. La cuesta era ardua, el camino "|IV|Location 1785
bramidos|" «A la Virgen».<br><br>Don Carlos le permitía pasear sin compañía cuando subía al monte de los tomillares por la puerta del jardín; por allí no podía verla nadie, y al monte no se subía más que a buscar leña.<br><br>Aquel día su paseo fue más largo que otras veces. La cuesta era ardua, el camino como de cabras; pavorosos acantilados a la derecha caían a pico sobre el mar, que deshacía su cólera en espuma con <span style=""color: rgb(0, 0, 255);"">bramidos</span> que llegaban a lo alto como ruidos subterráneos. A la izquierda los tomillares acompañaban el camino hasta la cumbre, coronada por pinos entre cuyas ramas el viento imitaba como un eco la queja inextinguible del océano. Ana subía a paso largo. El esfuerzo que exigía la cuesta la excitaba; se sentía calenturienta; de sus mejillas, entonces siempre heladas, brotaba fuego, como en lejanos dí"|IV|Location 1790
columbraba|"nte nuevo panorama; Loreto quedó invisible. Enfrente estaba el mar, que antes oía sin verlo; el mar, mucho mayor que visto desde el puerto, más pacífico, más solemne; desde allí las olas no parecían sacudidas violentas de una fiera enjaulada, sino el ritmo de una canción sublime, vibraciones de placas sonoras, iguales, simétricas, que iban de Oriente a Occidente. En los últimos términos del ocaso <span style=""color: rgb(0, 0, 255);"">columbraba</span> un anfiteatro de montañas que parecían escala de gigantes para ascender al cielo; nubes y cumbres se confundían, y se mandaban reflejados sus colores. En lo más alto de aquel cumulus de piedra azulada Ana divisó un punto; sabía que era un santuario. Allí estaba la Virgen. En aquel momento todos los celajes del ocaso se rasgaban brotando luz de sus entrañas para formar una aureola a la M"|IV|Location 1797
apoteosis.|"ender al cielo; nubes y cumbres se confundían, y se mandaban reflejados sus colores. En lo más alto de aquel cumulus de piedra azulada Ana divisó un punto; sabía que era un santuario. Allí estaba la Virgen. En aquel momento todos los celajes del ocaso se rasgaban brotando luz de sus entrañas para formar una aureola a la Madre de Dios, que tenía en aquella cima su templo. La puesta del sol era una <span style=""color: rgb(0, 0, 255);"">apoteosis.</span> Las velas de las lanchas de Loreto, hundidas en la sombra del monte, allá abajo, parecían palomas que volaban sobre las aguas.<br><br>Al fin llegó Ana a la hondonada de los pinos. Era una cañada entre dos lomas bajas coronadas de arbustos y con algunos ejemplares muy lucidos del árbol que le daba nombre. El cauce de un torrente seco dejaba ver su fondo de piedra blanquecina en medio de la cañ"|IV|Location 1800
despavorida...|"e. Llamaba con palabras de fuego a su Madre Celestial. Su propia voz la entusiasmó, sintió escalofríos, y ya no pudo hablar: se doblaron sus rodillas, apoyó la frente en la tierra. Un espanto místico la dominó un momento. No osaba levantar los ojos. Temía estar rodeada de lo sobrenatural. Una luz más fuerte que la del sol atravesaba sus párpados cerrados. Sintió ruido cerca, gritó, alzó la cabeza <span style=""color: rgb(0, 0, 255);"">despavorida...</span> no tenía duda, una zarza de la loma de enfrente se movía... y con los ojos abiertos al milagro, vio un pájaro obscuro salir volando de un matorral y pasar sobre su frente.<br><br>—V—<br>La señorita doña Anunciación Ozores había llegado a los cuarenta y siete años sin salir de la provincia de Vetusta. Era por consiguiente una gran molestia, tal vez un peligro, aventurarse a recorrer en veinte"|IV|Location 1819
por consiguiente|" la del sol atravesaba sus párpados cerrados. Sintió ruido cerca, gritó, alzó la cabeza despavorida... no tenía duda, una zarza de la loma de enfrente se movía... y con los ojos abiertos al milagro, vio un pájaro obscuro salir volando de un matorral y pasar sobre su frente.<br><br>—V—<br>La señorita doña Anunciación Ozores había llegado a los cuarenta y siete años sin salir de la provincia de Vetusta. Era <span style=""color: rgb(0, 0, 255);"">por consiguiente</span> una gran molestia, tal vez un peligro, aventurarse a recorrer en veinte horas de diligencia la carretera de la costa que llegaba hasta Loreto. La acompañaron en su viaje don Cayetano Ripamilán, canónigo respetable por su condición y sus años, y una antigua criada de los Ozores.<br><br>Había muerto don Carlos de repente, de noche, sin confesión, sin ningún sacramento. El médico decía que"|V|Location 1822
irrisoria,|"palacio de Vetusta. Aquel era el último resto de su herencia. El producto de tan mala venta había servido para pagar deudas antiguas. Pero quedaban otras. La misma quinta estaba hipotecada y su valor no podía sacar a nadie de apuros. En manos del filósofo no había hecho más que ir perdiendo.<br><br>—«Es decir, que estoy casi en la miseria».<br><br>Sus derechos de orfandad, que le dijeron que serían una ayuda <span style=""color: rgb(0, 0, 255);"">irrisoria,</span> poco más que nada, tardaría en cobrarlos; no tenía quien le explicase cómo y dónde se pedían. Estaba sola, completamente sola; ¿qué iba a ser de ella? Los amigos del filósofo no le sirvieron de nada. No sabían más que discutir. El capellán no apareció por allí; la muerte repentina de don Carlos olía un poco a azufre.<br><br>Un día, tres o cuatro después de enterrado su padre, Ana quiso levant"|V|Location 1847
